date,year,month,day,sales,region
2019-01-13,2019,1,13,1728.0,west
2019-01-14,2019,1,14,1692.0,north
2019-01-14,2019,1,14,1521.0,south
2019-01-14,2019,1,14,1698.0,east
2019-01-14,2019,1,14,1791.0,west
2019-01-15,2019,1,15,1605.0,north
2019-01-15,2019,1,15,1761.0,south
2019-01-15,2019,1,15,1617.0,east
2019-01-15,2019,1,15,1503.0,west
2019-01-16,2019,1,16,1548.0,north
2019-01-16,2019,1,16,1734.0,south
2019-01-16,2019,1,16,1506.0,east
2019-01-16,2019,1,16,1533.0,west
2019-01-17,2019,1,17,1590.0,north
2019-01-17,2019,1,17,1707.0,south
2019-01-17,2019,1,17,1509.0,east
2019-01-17,2019,1,17,1653.0,west
2019-01-18,2019,1,18,1572.0,north
2019-01-18,2019,1,18,1563.0,south
2019-01-18,2019,1,18,1635.0,east
2019-01-18,2019,1,18,1734.0,west
2019-01-19,2019,1,19,1587.0,north
2019-01-19,2019,1,19,1506.0,south
2019-01-19,2019,1,19,1689.0,east
2019-01-19,2019,1,19,1701.0,west
2019-01-20,2019,1,20,1707.0,north
2019-01-20,2019,1,20,1557.0,south
2019-01-20,2019,1,20,1722.0,east
2019-01-20,2019,1,20,1629.0,west
2019-01-21,2019,1,21,1611.0,north
2019-01-21,2019,1,21,1515.0,south
2019-01-21,2019,1,21,1614.0,east
2019-01-21,2019,1,21,1593.0,west
2019-01-22,2019,1,22,1719.0,north
2019-01-22,2019,1,22,1506.0,south
2019-01-22,2019,1,22,1794.0,east
2019-01-22,2019,1,22,1731.0,west
2019-01-23,2019,1,23,1662.0,north
2019-01-23,2019,1,23,1728.0,south
2019-01-23,2019,1,23,1563.0,east
2019-01-23,2019,1,23,1662.0,west
2019-01-24,2019,1,24,1647.0,north
2019-01-24,2019,1,24,1638.0,south
2019-01-24,2019,1,24,1557.0,east
2019-01-24,2019,1,24,1518.0,west
2019-01-25,2019,1,25,1560.0,north
2019-01-25,2019,1,25,1656.0,south
2019-01-25,2019,1,25,1707.0,east
2019-01-25,2019,1,25,1767.0,west
2019-01-26,2019,1,26,1671.0,north
2019-01-26,2019,1,26,1686.0,south
2019-01-26,2019,1,26,1653.0,east
2019-01-26,2019,1,26,1647.0,west
2019-01-27,2019,1,27,1524.0,north
2019-01-27,2019,1,27,1503.0,south
2019-01-27,2019,1,27,1533.0,east
2019-01-27,2019,1,27,1785.0,west
2019-01-28,2019,1,28,1731.0,north
2019-01-28,2019,1,28,1782.0,south
2019-01-28,2019,1,28,1560.0,east
2019-01-28,2019,1,28,1782.0,west
2019-01-29,2019,1,29,1500.0,north
2019-01-29,2019,1,29,1728.0,south
2019-01-29,2019,1,29,1605.0,east
2019-01-29,2019,1,29,1614.0,west
2019-01-30,2019,1,30,1782.0,north
2019-01-30,2019,1,30,1638.0,south
2019-01-30,2019,1,30,1797.0,east
2019-01-30,2019,1,30,1641.0,west
2019-01-31,2019,1,31,1650.0,north
2019-01-31,2019,1,31,1536.0,south
2019-01-31,2019,1,31,1599.0,east
2019-01-31,2019,1,31,1740.0,west
2019-02-01,2019,2,1,1749.0,north
2019-02-01,2019,2,1,1581.0,south
2019-02-01,2019,2,1,1662.0,east
2019-02-01,2019,2,1,1509.0,west
2019-02-02,2019,2,2,1596.0,north
2019-02-02,2019,2,2,1638.0,south
2019-02-02,2019,2,2,1746.0,east
2019-02-02,2019,2,2,1611.0,west
2019-02-03,2019,2,3,1602.0,north
2019-02-03,2019,2,3,1722.0,south
2019-02-03,2019,2,3,1734.0,east
2019-02-03,2019,2,3,1749.0,west
2019-02-04,2019,2,4,1548.0,north
2019-02-04,2019,2,4,1647.0,south
2019-02-04,2019,2,4,1560.0,east
2019-02-04,2019,2,4,1542.0,west
2019-02-05,2019,2,5,1617.0,north
2019-02-05,2019,2,5,1659.0,south
2019-02-05,2019,2,5,1674.0,east
2019-02-05,2019,2,5,1524.0,west
2019-02-06,2019,2,6,1551.0,north
2019-02-06,2019,2,6,1722.0,south
2019-02-06,2019,2,6,1563.0,east
2019-02-06,2019,2,6,1692.0,west
2019-02-07,2019,2,7,1734.0,north
2019-02-07,2019,2,7,1584.0,south
2019-02-07,2019,2,7,1662.0,east
2019-02-07,2019,2,7,1545.0,west
2019-02-08,2019,2,8,1662.0,north
2019-02-08,2019,2,8,1614.0,south
2019-02-08,2019,2,8,1719.0,east
2019-02-08,2019,2,8,1788.0,west
2019-02-09,2019,2,9,1779.0,north
2019-02-09,2019,2,9,1665.0,south
2019-02-09,2019,2,9,1605.0,east
2019-02-09,2019,2,9,1641.0,west
2019-02-10,2019,2,10,1725.0,north
2019-02-10,2019,2,10,1611.0,south
2019-02-10,2019,2,10,1560.0,east
2019-02-10,2019,2,10,1575.0,west
2019-02-11,2019,2,11,1563.0,north
2019-02-11,2019,2,11,1773.0,south
2019-02-11,2019,2,11,1536.0,east
2019-02-11,2019,2,11,1551.0,west
2019-02-12,2019,2,12,1572.0,north
2019-02-12,2019,2,12,1608.0,south
2019-02-12,2019,2,12,1752.0,east
2019-02-12,2019,2,12,1734.0,west
2019-02-13,2019,2,13,1686.0,north
2019-02-13,2019,2,13,1782.0,south
2019-02-13,2019,2,13,1500.0,east
2019-02-13,2019,2,13,1731.0,west
2019-02-14,2019,2,14,1725.0,north
2019-02-14,2019,2,14,1578.0,south
2019-02-14,2019,2,14,1560.0,east
2019-02-14,2019,2,14,1644.0,west
2019-02-15,2019,2,15,1566.0,north
2019-02-15,2019,2,15,1584.0,south
2019-02-15,2019,2,15,1695.0,east
2019-02-15,2019,2,15,1734.0,west
2019-02-16,2019,2,16,1794.0,north
2019-02-16,2019,2,16,1731.0,south
2019-02-16,2019,2,16,1674.0,east
2019-02-16,2019,2,16,1599.0,west
2019-02-17,2019,2,17,1512.0,north
2019-02-17,2019,2,17,1653.0,south
2019-02-17,2019,2,17,1722.0,east
2019-02-17,2019,2,17,1641.0,west
2019-02-18,2019,2,18,1695.0,north
2019-02-18,2019,2,18,1749.0,south
2019-02-18,2019,2,18,1728.0,east
2019-02-18,2019,2,18,1764.0,west
2019-02-19,2019,2,19,1716.0,north
2019-02-19,2019,2,19,1599.0,south
2019-02-19,2019,2,19,1596.0,east
2019-02-19,2019,2,19,1644.0,west
2019-02-20,2019,2,20,1740.0,north
2019-02-20,2019,2,20,1641.0,south
2019-02-20,2019,2,20,1566.0,east
2019-02-20,2019,2,20,1656.0,west
2019-02-21,2019,2,21,1599.0,north
2019-02-21,2019,2,21,1725.0,south
2019-02-21,2019,2,21,1731.0,east
2019-02-21,2019,2,21,1719.0,west
2019-02-22,2019,2,22,1770.0,north
2019-02-22,2019,2,22,1794.0,south
2019-02-22,2019,2,22,1725.0,east
2019-02-22,2019,2,22,1713.0,west
2019-02-23,2019,2,23,1599.0,north
2019-02-23,2019,2,23,1743.0,south
2019-02-23,2019,2,23,1518.0,east
2019-02-23,2019,2,23,1614.0,west
2019-02-24,2019,2,24,1692.0,north
2019-02-24,2019,2,24,1755.0,south
2019-02-24,2019,2,24,1653.0,east
2019-02-24,2019,2,24,1524.0,west
2019-02-25,2019,2,25,1635.0,north
2019-02-25,2019,2,25,1734.0,south
2019-02-25,2019,2,25,1713.0,east
2019-02-25,2019,2,25,1578.0,west
2019-02-26,2019,2,26,1566.0,north
2019-02-26,2019,2,26,1653.0,south
2019-02-26,2019,2,26,1506.0,east
2019-02-26,2019,2,26,1656.0,west
2019-02-27,2019,2,27,1593.0,north
2019-02-27,2019,2,27,1545.0,south
2019-02-27,2019,2,27,1734.0,east
2019-02-27,2019,2,27,1635.0,west
2019-02-28,2019,2,28,1710.0,north
2019-02-28,2019,2,28,1569.0,south
2019-02-28,2019,2,28,1731.0,east
2019-02-28,2019,2,28,1599.0,west
2019-03-01,2019,3,1,1593.0,north
2019-03-01,2019,3,1,1707.0,south
2019-03-01,2019,3,1,1638.0,east
2019-03-01,2019,3,1,1539.0,west
2019-03-02,2019,3,2,1782.0,north
2019-03-02,2019,3,2,1794.0,south
2019-03-02,2019,3,2,1608.0,east
2019-03-02,2019,3,2,1689.0,west
2019-03-03,2019,3,3,1698.0,north
2019-03-03,2019,3,3,1518.0,south
2019-03-03,2019,3,3,1593.0,east
2019-03-03,2019,3,3,1611.0,west
2019-03-04,2019,3,4,1587.0,north
2019-03-04,2019,3,4,1686.0,south
2019-03-04,2019,3,4,1518.0,east
2019-03-04,2019,3,4,1632.0,west
2019-03-05,2019,3,5,1566.0,north
2019-03-05,2019,3,5,1569.0,south
2019-03-05,2019,3,5,1743.0,east
2019-03-05,2019,3,5,1557.0,west
2019-03-06,2019,3,6,1746.0,north
2019-03-06,2019,3,6,1662.0,south
2019-03-06,2019,3,6,1674.0,east
2019-03-06,2019,3,6,1608.0,west
2019-03-07,2019,3,7,1551.0,north
2019-03-07,2019,3,7,1581.0,south
2019-03-07,2019,3,7,1560.0,east
2019-03-07,2019,3,7,1674.0,west
2019-03-08,2019,3,8,1521.0,north
2019-03-08,2019,3,8,1782.0,south
2019-03-08,2019,3,8,1617.0,east
2019-03-08,2019,3,8,1797.0,west
2019-03-09,2019,3,9,1533.0,north
2019-03-09,2019,3,9,1749.0,south
2019-03-09,2019,3,9,1656.0,east
2019-03-09,2019,3,9,1644.0,west
2019-03-10,2019,3,10,1545.0,north
2019-03-10,2019,3,10,1776.0,south
2019-03-10,2019,3,10,1650.0,east
2019-03-10,2019,3,10,1737.0,west
2019-03-11,2019,3,11,1659.0,north
2019-03-11,2019,3,11,1722.0,south
2019-03-11,2019,3,11,1689.0,east
2019-03-11,2019,3,11,1692.0,west
2019-03-12,2019,3,12,1518.0,north
2019-03-12,2019,3,12,1581.0,south
2019-03-12,2019,3,12,1626.0,east
2019-03-12,2019,3,12,1668.0,west
2019-03-13,2019,3,13,1524.0,north
2019-03-13,2019,3,13,1797.0,south
2019-03-13,2019,3,13,1542.0,east
2019-03-13,2019,3,13,1653.0,west
2019-03-14,2019,3,14,1677.0,north
2019-03-14,2019,3,14,1524.0,south
2019-03-14,2019,3,14,1692.0,east
2019-03-14,2019,3,14,1704.0,west
2019-03-15,2019,3,15,1647.0,north
2019-03-15,2019,3,15,1671.0,south
2019-03-15,2019,3,15,1563.0,east
2019-03-15,2019,3,15,1650.0,west
2019-03-16,2019,3,16,1563.0,north
2019-03-16,2019,3,16,1680.0,south
2019-03-16,2019,3,16,1728.0,east
2019-03-16,2019,3,16,1680.0,west
2019-03-17,2019,3,17,1683.0,north
2019-03-17,2019,3,17,1638.0,south
2019-03-17,2019,3,17,1545.0,east
2019-03-17,2019,3,17,1671.0,west
2019-03-18,2019,3,18,1701.0,north
2019-03-18,2019,3,18,1515.0,south
2019-03-18,2019,3,18,1764.0,east
2019-03-18,2019,3,18,1668.0,west
2019-03-19,2019,3,19,1677.0,north
2019-03-19,2019,3,19,1752.0,south
2019-03-19,2019,3,19,1635.0,east
2019-03-19,2019,3,19,1605.0,west
2019-03-20,2019,3,20,1635.0,north
2019-03-20,2019,3,20,1596.0,south
2019-03-20,2019,3,20,1608.0,east
2019-03-20,2019,3,20,1779.0,west
2019-03-21,2019,3,21,1776.0,north
2019-03-21,2019,3,21,1635.0,south
2019-03-21,2019,3,21,1791.0,east
2019-03-21,2019,3,21,1779.0,west
2019-03-22,2019,3,22,1746.0,north
2019-03-22,2019,3,22,1545.0,south
2019-03-22,2019,3,22,1767.0,east
2019-03-22,2019,3,22,1731.0,west
2019-03-23,2019,3,23,1734.0,north
2019-03-23,2019,3,23,1509.0,south
2019-03-23,2019,3,23,1686.0,east
2019-03-23,2019,3,23,1797.0,west
2019-03-24,2019,3,24,1566.0,north
2019-03-24,2019,3,24,1557.0,south
2019-03-24,2019,3,24,1797.0,east
2019-03-24,2019,3,24,1755.0,west
2019-03-25,2019,3,25,1650.0,north
2019-03-25,2019,3,25,1500.0,south
2019-03-25,2019,3,25,1554.0,east
2019-03-25,2019,3,25,1734.0,west
2019-03-26,2019,3,26,1701.0,north
2019-03-26,2019,3,26,1782.0,south
2019-03-26,2019,3,26,1797.0,east
2019-03-26,2019,3,26,1557.0,west
2019-03-27,2019,3,27,1668.0,north
2019-03-27,2019,3,27,1575.0,south
2019-03-27,2019,3,27,1608.0,east
2019-03-27,2019,3,27,1527.0,west
2019-03-28,2019,3,28,1518.0,north
2019-03-28,2019,3,28,1509.0,south
2019-03-28,2019,3,28,1767.0,east
2019-03-28,2019,3,28,1557.0,west
2019-03-29,2019,3,29,1605.0,north
2019-03-29,2019,3,29,1686.0,south
2019-03-29,2019,3,29,1656.0,east
2019-03-29,2019,3,29,1653.0,west
2019-03-30,2019,3,30,1722.0,north
2019-03-30,2019,3,30,1593.0,south
2019-03-30,2019,3,30,1557.0,east
2019-03-30,2019,3,30,1710.0,west
2019-03-31,2019,3,31,1785.0,north
2019-03-31,2019,3,31,1710.0,south
2019-03-31,2019,3,31,1653.0,east
2019-03-31,2019,3,31,1572.0,west
2019-04-01,2019,4,1,1512.0,north
2019-04-01,2019,4,1,1794.0,south
2019-04-01,2019,4,1,1569.0,east
2019-04-01,2019,4,1,1608.0,west
2019-04-02,2019,4,2,1623.0,north
2019-04-02,2019,4,2,1791.0,south
2019-04-02,2019,4,2,1785.0,east
2019-04-02,2019,4,2,1629.0,west
2019-04-03,2019,4,3,1539.0,north
2019-04-03,2019,4,3,1626.0,south
2019-04-03,2019,4,3,1695.0,east
2019-04-03,2019,4,3,1518.0,west
2019-04-04,2019,4,4,1530.0,north
2019-04-04,2019,4,4,1683.0,south
2019-04-04,2019,4,4,1662.0,east
2019-04-04,2019,4,4,1632.0,west
2019-04-05,2019,4,5,1614.0,north
2019-04-05,2019,4,5,1605.0,south
2019-04-05,2019,4,5,1662.0,east
2019-04-05,2019,4,5,1713.0,west
2019-04-06,2019,4,6,1749.0,north
2019-04-06,2019,4,6,1713.0,south
2019-04-06,2019,4,6,1716.0,east
2019-04-06,2019,4,6,1557.0,west
2019-04-07,2019,4,7,1605.0,north
2019-04-07,2019,4,7,1635.0,south
2019-04-07,2019,4,7,1518.0,east
2019-04-07,2019,4,7,1632.0,west
2019-04-08,2019,4,8,1713.0,north
2019-04-08,2019,4,8,1779.0,south
2019-04-08,2019,4,8,1743.0,east
2019-04-08,2019,4,8,1575.0,west
2019-04-09,2019,4,9,1728.0,north
2019-04-09,2019,4,9,1719.0,south
2019-04-09,2019,4,9,1755.0,east
2019-04-09,2019,4,9,1617.0,west
2019-04-10,2019,4,10,1542.0,north
2019-04-10,2019,4,10,1626.0,south
2019-04-10,2019,4,10,1509.0,east
2019-04-10,2019,4,10,1638.0,west
2019-04-11,2019,4,11,1581.0,north
2019-04-11,2019,4,11,1680.0,south
2019-04-11,2019,4,11,1569.0,east
2019-04-11,2019,4,11,1635.0,west
2019-04-12,2019,4,12,1539.0,north
2019-04-12,2019,4,12,1587.0,south
2019-04-12,2019,4,12,1593.0,east
2019-04-12,2019,4,12,1581.0,west
2019-04-13,2019,4,13,1515.0,north
2019-04-13,2019,4,13,1611.0,south
2019-04-13,2019,4,13,1644.0,east
2019-04-13,2019,4,13,1794.0,west
2019-04-14,2019,4,14,1500.0,north
2019-04-14,2019,4,14,1737.0,south
2019-04-14,2019,4,14,1722.0,east
2019-04-14,2019,4,14,1764.0,west
2019-04-15,2019,4,15,1530.0,north
2019-04-15,2019,4,15,1602.0,south
2019-04-15,2019,4,15,1524.0,east
2019-04-15,2019,4,15,1770.0,west
2019-04-16,2019,4,16,1596.0,north
2019-04-16,2019,4,16,1668.0,south
2019-04-16,2019,4,16,1584.0,east
2019-04-16,2019,4,16,1713.0,west
2019-04-17,2019,4,17,1569.0,north
2019-04-17,2019,4,17,1686.0,south
2019-04-17,2019,4,17,1647.0,east
2019-04-17,2019,4,17,1509.0,west
2019-04-18,2019,4,18,1590.0,north
2019-04-18,2019,4,18,1650.0,south
2019-04-18,2019,4,18,1557.0,east
2019-04-18,2019,4,18,1575.0,west
2019-04-19,2019,4,19,1773.0,north
2019-04-19,2019,4,19,1629.0,south
2019-04-19,2019,4,19,1524.0,east
2019-04-19,2019,4,19,1512.0,west
2019-04-20,2019,4,20,1521.0,north
2019-04-20,2019,4,20,1653.0,south
2019-04-20,2019,4,20,1584.0,east
2019-04-20,2019,4,20,1713.0,west
2019-04-21,2019,4,21,1683.0,north
2019-04-21,2019,4,21,1749.0,south
2019-04-21,2019,4,21,1545.0,east
2019-04-21,2019,4,21,1629.0,west
2019-04-22,2019,4,22,1533.0,north
2019-04-22,2019,4,22,1587.0,south
2019-04-22,2019,4,22,1671.0,east
2019-04-22,2019,4,22,1650.0,west
2019-04-23,2019,4,23,1668.0,north
2019-04-23,2019,4,23,1674.0,south
2019-04-23,2019,4,23,1728.0,east
2019-04-23,2019,4,23,1518.0,west
2019-04-24,2019,4,24,1554.0,north
2019-04-24,2019,4,24,1719.0,south
2019-04-24,2019,4,24,1746.0,east
2019-04-24,2019,4,24,1665.0,west
2019-04-25,2019,4,25,1503.0,north
2019-04-25,2019,4,25,1692.0,south
2019-04-25,2019,4,25,1725.0,east
2019-04-25,2019,4,25,1764.0,west
2019-04-26,2019,4,26,1710.0,north
2019-04-26,2019,4,26,1635.0,south
2019-04-26,2019,4,26,1764.0,east
2019-04-26,2019,4,26,1758.0,west
2019-04-27,2019,4,27,1740.0,north
2019-04-27,2019,4,27,1776.0,south
2019-04-27,2019,4,27,1740.0,east
2019-04-27,2019,4,27,1620.0,west
2019-04-28,2019,4,28,1566.0,north
2019-04-28,2019,4,28,1704.0,south
2019-04-28,2019,4,28,1578.0,east
2019-04-28,2019,4,28,1503.0,west
2019-04-29,2019,4,29,1602.0,north
2019-04-29,2019,4,29,1791.0,south
2019-04-29,2019,4,29,1752.0,east
2019-04-29,2019,4,29,1800.0,west
2019-04-30,2019,4,30,1719.0,north
2019-04-30,2019,4,30,1767.0,south
2019-04-30,2019,4,30,1500.0,east
2019-04-30,2019,4,30,1623.0,west
2019-05-01,2019,5,1,1665.0,north
2019-05-01,2019,5,1,1800.0,south
2019-05-01,2019,5,1,1731.0,east
2019-05-01,2019,5,1,1542.0,west
2019-05-02,2019,5,2,1575.0,north
2019-05-02,2019,5,2,1548.0,south
2019-05-02,2019,5,2,1797.0,east
2019-05-02,2019,5,2,1521.0,west
2019-05-03,2019,5,3,1560.0,north
2019-05-03,2019,5,3,1521.0,south
2019-05-03,2019,5,3,1605.0,east
2019-05-03,2019,5,3,1740.0,west
2019-05-04,2019,5,4,1617.0,north
2019-05-04,2019,5,4,1743.0,south
2019-05-04,2019,5,4,1629.0,east
2019-05-04,2019,5,4,1749.0,west
2019-05-05,2019,5,5,1512.0,north
2019-05-05,2019,5,5,1746.0,south
2019-05-05,2019,5,5,1530.0,east
2019-05-05,2019,5,5,1611.0,west
2019-05-06,2019,5,6,1569.0,north
2019-05-06,2019,5,6,1689.0,south
2019-05-06,2019,5,6,1557.0,east
2019-05-06,2019,5,6,1560.0,west
2019-05-07,2019,5,7,1650.0,north
2019-05-07,2019,5,7,1695.0,south
2019-05-07,2019,5,7,1620.0,east
2019-05-07,2019,5,7,1644.0,west
2019-05-08,2019,5,8,1800.0,north
2019-05-08,2019,5,8,1515.0,south
2019-05-08,2019,5,8,1785.0,east
2019-05-08,2019,5,8,1650.0,west
2019-05-09,2019,5,9,1797.0,north
2019-05-09,2019,5,9,1641.0,south
2019-05-09,2019,5,9,1665.0,east
2019-05-09,2019,5,9,1767.0,west
2019-05-10,2019,5,10,1500.0,north
2019-05-10,2019,5,10,1788.0,south
2019-05-10,2019,5,10,1725.0,east
2019-05-10,2019,5,10,1557.0,west
2019-05-11,2019,5,11,1503.0,north
2019-05-11,2019,5,11,1518.0,south
2019-05-11,2019,5,11,1650.0,east
2019-05-11,2019,5,11,1614.0,west
2019-05-12,2019,5,12,1743.0,north
2019-05-12,2019,5,12,1524.0,south
2019-05-12,2019,5,12,1761.0,east
2019-05-12,2019,5,12,1743.0,west
2019-05-13,2019,5,13,1563.0,north
2019-05-13,2019,5,13,1716.0,south
2019-05-13,2019,5,13,1560.0,east
2019-05-13,2019,5,13,1614.0,west
2019-05-14,2019,5,14,1617.0,north
2019-05-14,2019,5,14,1761.0,south
2019-05-14,2019,5,14,1635.0,east
2019-05-14,2019,5,14,1614.0,west
2019-05-15,2019,5,15,1509.0,north
2019-05-15,2019,5,15,1650.0,south
2019-05-15,2019,5,15,1755.0,east
2019-05-15,2019,5,15,1569.0,west
2019-05-16,2019,5,16,1605.0,north
2019-05-16,2019,5,16,1695.0,south
2019-05-16,2019,5,16,1662.0,east
2019-05-16,2019,5,16,1605.0,west
2019-05-17,2019,5,17,1731.0,north
2019-05-17,2019,5,17,1590.0,south
2019-05-17,2019,5,17,1620.0,east
2019-05-17,2019,5,17,1752.0,west
2019-05-18,2019,5,18,1533.0,north
2019-05-18,2019,5,18,1737.0,south
2019-05-18,2019,5,18,1608.0,east
2019-05-18,2019,5,18,1662.0,west
2019-05-19,2019,5,19,1797.0,north
2019-05-19,2019,5,19,1728.0,south
2019-05-19,2019,5,19,1686.0,east
2019-05-19,2019,5,19,1650.0,west
2019-05-20,2019,5,20,1695.0,north
2019-05-20,2019,5,20,1752.0,south
2019-05-20,2019,5,20,1785.0,east
2019-05-20,2019,5,20,1668.0,west
2019-05-21,2019,5,21,1515.0,north
2019-05-21,2019,5,21,1683.0,south
2019-05-21,2019,5,21,1794.0,east
2019-05-21,2019,5,21,1533.0,west
2019-05-22,2019,5,22,1599.0,north
2019-05-22,2019,5,22,1761.0,south
2019-05-22,2019,5,22,1761.0,east
2019-05-22,2019,5,22,1722.0,west
2019-05-23,2019,5,23,1626.0,north
2019-05-23,2019,5,23,1668.0,south
2019-05-23,2019,5,23,1641.0,east
2019-05-23,2019,5,23,1740.0,west
2019-05-24,2019,5,24,1650.0,north
2019-05-24,2019,5,24,1623.0,south
2019-05-24,2019,5,24,1653.0,east
2019-05-24,2019,5,24,1773.0,west
2019-05-25,2019,5,25,1788.0,north
2019-05-25,2019,5,25,1581.0,south
2019-05-25,2019,5,25,1677.0,east
2019-05-25,2019,5,25,1569.0,west
2019-05-26,2019,5,26,1791.0,north
2019-05-26,2019,5,26,1617.0,south
2019-05-26,2019,5,26,1638.0,east
2019-05-26,2019,5,26,1542.0,west
2019-05-27,2019,5,27,1590.0,north
2019-05-27,2019,5,27,1704.0,south
2019-05-27,2019,5,27,1680.0,east
2019-05-27,2019,5,27,1527.0,west
2019-05-28,2019,5,28,1635.0,north
2019-05-28,2019,5,28,1755.0,south
2019-05-28,2019,5,28,1560.0,east
2019-05-28,2019,5,28,1533.0,west
2019-05-29,2019,5,29,1599.0,north
2019-05-29,2019,5,29,1677.0,south
2019-05-29,2019,5,29,1581.0,east
2019-05-29,2019,5,29,1680.0,west
2019-05-30,2019,5,30,1692.0,north
2019-05-30,2019,5,30,1644.0,south
2019-05-30,2019,5,30,1716.0,east
2019-05-30,2019,5,30,1761.0,west
2019-05-31,2019,5,31,1716.0,north
2019-05-31,2019,5,31,1764.0,south
2019-05-31,2019,5,31,1677.0,east
2019-05-31,2019,5,31,1605.0,west
2019-06-01,2019,6,1,1680.0,north
2019-06-01,2019,6,1,1695.0,south
2019-06-01,2019,6,1,1548.0,east
2019-06-01,2019,6,1,1689.0,west
2019-06-02,2019,6,2,1755.0,north
2019-06-02,2019,6,2,1707.0,south
2019-06-02,2019,6,2,1557.0,east
2019-06-02,2019,6,2,1644.0,west
2019-06-03,2019,6,3,1719.0,north
2019-06-03,2019,6,3,1680.0,south
2019-06-03,2019,6,3,1581.0,east
2019-06-03,2019,6,3,1749.0,west
2019-06-04,2019,6,4,1602.0,north
2019-06-04,2019,6,4,1704.0,south
2019-06-04,2019,6,4,1602.0,east
2019-06-04,2019,6,4,1554.0,west
2019-06-05,2019,6,5,1632.0,north
2019-06-05,2019,6,5,1560.0,south
2019-06-05,2019,6,5,1647.0,east
2019-06-05,2019,6,5,1560.0,west
2019-06-06,2019,6,6,1662.0,north
2019-06-06,2019,6,6,1545.0,south
2019-06-06,2019,6,6,1614.0,east
2019-06-06,2019,6,6,1746.0,west
2019-06-07,2019,6,7,1713.0,north
2019-06-07,2019,6,7,1668.0,south
2019-06-07,2019,6,7,1503.0,east
2019-06-07,2019,6,7,1758.0,west
2019-06-08,2019,6,8,1656.0,north
2019-06-08,2019,6,8,1560.0,south
2019-06-08,2019,6,8,1710.0,east
2019-06-08,2019,6,8,1677.0,west
2019-06-09,2019,6,9,1782.0,north
2019-06-09,2019,6,9,1665.0,south
2019-06-09,2019,6,9,1782.0,east
2019-06-09,2019,6,9,1797.0,west
2019-06-10,2019,6,10,1698.0,north
2019-06-10,2019,6,10,1689.0,south
2019-06-10,2019,6,10,1623.0,east
2019-06-10,2019,6,10,1767.0,west
2019-06-11,2019,6,11,1635.0,north
2019-06-11,2019,6,11,1563.0,south
2019-06-11,2019,6,11,1785.0,east
2019-06-11,2019,6,11,1521.0,west
2019-06-12,2019,6,12,1728.0,north
2019-06-12,2019,6,12,1515.0,south
2019-06-12,2019,6,12,1548.0,east
2019-06-12,2019,6,12,1677.0,west
2019-06-13,2019,6,13,1587.0,north
2019-06-13,2019,6,13,1719.0,south
2019-06-13,2019,6,13,1587.0,east
2019-06-13,2019,6,13,1773.0,west
2019-06-14,2019,6,14,1557.0,north
2019-06-14,2019,6,14,1680.0,south
2019-06-14,2019,6,14,1773.0,east
2019-06-14,2019,6,14,1509.0,west
2019-06-15,2019,6,15,1602.0,north
2019-06-15,2019,6,15,1794.0,south
2019-06-15,2019,6,15,1764.0,east
2019-06-15,2019,6,15,1785.0,west
2019-06-16,2019,6,16,1662.0,north
2019-06-16,2019,6,16,1563.0,south
2019-06-16,2019,6,16,1671.0,east
2019-06-16,2019,6,16,1533.0,west
2019-06-17,2019,6,17,1587.0,north
2019-06-17,2019,6,17,1512.0,south
2019-06-17,2019,6,17,1536.0,east
2019-06-17,2019,6,17,1566.0,west
2019-06-18,2019,6,18,1767.0,north
2019-06-18,2019,6,18,1614.0,south
2019-06-18,2019,6,18,1776.0,east
2019-06-18,2019,6,18,1728.0,west
2019-06-19,2019,6,19,1614.0,north
2019-06-19,2019,6,19,1572.0,south
2019-06-19,2019,6,19,1614.0,east
2019-06-19,2019,6,19,1734.0,west
2019-06-20,2019,6,20,1566.0,north
2019-06-20,2019,6,20,1632.0,south
2019-06-20,2019,6,20,1785.0,east
2019-06-20,2019,6,20,1770.0,west
2019-06-21,2019,6,21,1725.0,north
2019-06-21,2019,6,21,1542.0,south
2019-06-21,2019,6,21,1677.0,east
2019-06-21,2019,6,21,1533.0,west
2019-06-22,2019,6,22,1578.0,north
2019-06-22,2019,6,22,1713.0,south
2019-06-22,2019,6,22,1776.0,east
2019-06-22,2019,6,22,1515.0,west
2019-06-23,2019,6,23,1587.0,north
2019-06-23,2019,6,23,1770.0,south
2019-06-23,2019,6,23,1773.0,east
2019-06-23,2019,6,23,1671.0,west
2019-06-24,2019,6,24,1704.0,north
2019-06-24,2019,6,24,1545.0,south
2019-06-24,2019,6,24,1671.0,east
2019-06-24,2019,6,24,1800.0,west
2019-06-25,2019,6,25,1611.0,north
2019-06-25,2019,6,25,1797.0,south
2019-06-25,2019,6,25,1623.0,east
2019-06-25,2019,6,25,1776.0,west
2019-06-26,2019,6,26,1677.0,north
2019-06-26,2019,6,26,1800.0,south
2019-06-26,2019,6,26,1794.0,east
2019-06-26,2019,6,26,1686.0,west
2019-06-27,2019,6,27,1671.0,north
2019-06-27,2019,6,27,1635.0,south
2019-06-27,2019,6,27,1740.0,east
2019-06-27,2019,6,27,1671.0,west
2019-06-28,2019,6,28,1671.0,north
2019-06-28,2019,6,28,1770.0,south
2019-06-28,2019,6,28,1773.0,east
2019-06-28,2019,6,28,1581.0,west
2019-06-29,2019,6,29,1533.0,north
